date,wp1,wp2,wp3,wp4,wp5,wp6,wp7
2010081106,0,0.016,0.02,0,0.076,0,0
2010081107,0.005,0.175,0.03,0,0.051,0,0
2010081108,0,0.413,0.049,0,0.051,0.013,0
2010081109,0,0.392,0.04,0,0.061,0,0
2010081110,0,0.354,0.02,0,0.051,0,0
2010081111,0,0.413,0.01,0,0.02,0,0
2010081112,0,0.429,0,0,0.005,0,0
2010081113,0,0.429,0.01,0,0,0.013,0
2010081114,0,0.328,0.01,0,0.005,0,0
2010081115,0,0.212,0.01,0,0,0,0
2010081116,0,0.122,0,0,0,0,0
2010081117,0,0.111,0,0,0,0.013,0
2010081118,0,0.111,0,0,0,0,0
2010081119,0,0.106,0,0,0,0.026,0
2010081120,0.01,0.111,0,0,0,0,0
2010081121,0.055,0.138,0.04,0,0.005,0,0
2010081122,0.06,0.169,0.03,0,0,0.013,0
2010081123,0.045,0.143,0,0.006,0,0.013,0
2010081200,0.04,0.148,0,0.033,0,0,0
2010081201,0.045,0.18,0,0.006,0,0,0
2010081202,0.241,0.169,0,0.022,0.015,0.013,0
2010081203,0.03,0.159,0,0.077,0.03,0.105,0.101
2010081204,0.065,0.27,0,0.143,0.056,0.118,0.152
2010081205,0.08,0.397,0.03,0.066,0.066,0.118,0.126
2010081206,0.04,0.365,0.059,0.044,0.051,0.079,0.051
2010081207,0.03,0.233,0.04,0.061,0.086,0.092,0
2010081208,0.035,0.349,0.049,0.055,0.121,0.053,0
2010081209,0.105,0.233,0.02,0.061,0.126,0.053,0
2010081210,0.105,0.312,0.04,0.072,0.101,0.053,0
2010081211,0.14,0.185,0.03,0.028,0.096,0.053,0.025
2010081212,0.105,0.228,0.01,0,0.111,0.039,0.101
2010081213,0.105,0.196,0.01,0,0.137,0.013,0.051
2010081214,0.05,0.169,0.01,0,0.131,0,0
2010081215,0.06,0.122,0,0,0.157,0,0
2010081216,0.08,0.106,0,0,0.212,0,0
2010081217,0.06,0.079,0.01,0,0.197,0.039,0
2010081218,0.045,0.111,0.059,0,0.253,0.039,0
2010081219,0.045,0.106,0.128,0,0.253,0.053,0
2010081220,0.06,0.085,0.128,0.006,0.162,0.053,0
2010081221,0.085,0.074,0.049,0.022,0.202,0.053,0
2010081222,0.1,0.037,0.02,0.011,0.142,0.013,0
2010081223,0.09,0,0.01,0,0.126,0.013,0
2010081300,0.09,0,0.02,0.006,0.157,0,0
2010081301,0.16,0,0.04,0.11,0.217,0.079,0.076
2010081302,0.16,0,0.099,0.336,0.238,0.197,0.253
2010081303,0.211,0.005,0.178,0.452,0.167,0.224,0.328
2010081304,0.261,0.159,0.247,0.435,0.111,0.197,0.328
2010081305,0.241,0.286,0.257,0.408,0.071,0.237,0.379
2010081306,0.19,0.28,0.198,0.38,0.035,0.263,0.48
2010081307,0.16,0.238,0.148,0.468,0.015,0.408,0.581
2010081308,0.17,0.27,0.178,0.485,0.035,0.303,0.429
2010081309,0.226,0.286,0.119,0.435,0.04,0.197,0.354
2010081310,0.1,0.212,0.089,0.49,0.056,0.211,0.379
2010081311,0.11,0.111,0.109,0.457,0.061,0.237,0.404
2010081312,0.04,0.069,0.089,0.38,0.081,0.197,0.303
2010081313,0.015,0.079,0.069,0.165,0.081,0.092,0.177
2010081314,0.01,0.164,0.059,0.028,0.076,0.039,0.051
2010081315,0.005,0.222,0.109,0.017,0.081,0.053,0.076
2010081316,0.05,0.222,0.178,0.017,0.035,0.053,0.076
2010081317,0.045,0.228,0.148,0.011,0.025,0.053,0.025
2010081318,0.085,0.222,0.237,0.006,0.01,0.053,0.051
2010081319,0.085,0.323,0.277,0.006,0,0.066,0.051
2010081320,0.065,0.476,0.346,0.017,0,0.053,0.025
2010081321,0.07,0.466,0.385,0.006,0,0.066,0.051
2010081322,0.075,0.64,0.464,0.022,0,0.105,0.101
2010081323,0.115,0.63,0.563,0.116,0,0.145,0.177
2010081400,0.16,0.646,0.573,0.132,0,0.171,0.202
2010081401,0.201,0.593,0.504,0.05,0,0.224,0.227
2010081402,0.19,0.646,0.484,0.231,0.02,0.184,0.303
2010081403,0.201,0.714,0.514,0.347,0.056,0.184,0.354
2010081404,0.266,0.704,0.583,0.375,0.106,0.263,0.53
2010081405,0.211,0.64,0.366,0.43,0.273,0.316,0.556
2010081406,0.195,0.624,0.474,0.468,0.319,0.263,0.53
2010081407,0.216,0.64,0.375,0.435,0.516,0.316,0.53
2010081408,0.226,0.582,0.336,0.452,0.308,0.289,0.48
2010081409,0.236,0.534,0.237,0.419,0.278,0.237,0.48
2010081410,0.221,0.524,0.208,0.38,0.298,0.224,0.455
2010081411,0.195,0.317,0.336,0.413,0.359,0.25,0.379
2010081412,0.201,0.296,0.247,0.413,0.465,0.329,0.505
2010081413,0.236,0.185,0.415,0.391,0.576,0.25,0.354
2010081414,0.256,0.132,0.415,0.27,0.698,0.224,0.227
2010081415,0.201,0.101,0.395,0.204,0.784,0.145,0.152
2010081416,0.12,0.037,0.247,0.176,0.789,0.184,0.202
2010081417,0.14,0.048,0.208,0.094,0.738,0.197,0.227
2010081418,0.16,0.032,0.188,0.094,0.627,0.263,0.278
2010081419,0.206,0,0.237,0.275,0.364,0.303,0.202
2010081420,0.185,0,0.208,0.226,0.329,0.211,0.152
2010081421,0.18,0,0.079,0.281,0.202,0.237,0.152
2010081422,0.236,0,0.059,0.143,0.137,0.342,0.177
2010081423,0.18,0,0.257,0.198,0.106,0.263,0.076
2010081500,0.18,0,0.356,0.077,0.177,0.118,0.051
2010081501,0.165,0,0.148,0.033,0.212,0.079,0.076
2010081502,0.115,0.026,0.049,0,0.369,0.079,0.051
2010081503,0.185,0.101,0.049,0,0.597,0.092,0.051
2010081504,0.17,0.101,0.099,0.083,0.708,0.105,0.051
2010081505,0.311,0.111,0.138,0,0.703,0.145,0.152
2010081506,0.125,0.148,0.247,0.099,0.713,0.066,0.051
2010081507,0.095,0.127,0.178,0.083,0.693,0.053,0
2010081508,0.241,0.159,0.148,0.094,0.728,0.079,0
2010081509,0.221,0.153,0.109,0.154,0.662,0.092,0
2010081510,0.09,0.106,0.049,0.11,0.592,0.079,0.025
2010081511,0.07,0.09,0.059,0.077,0.571,0.053,0
2010081512,0.075,0.021,0.03,0.061,0.546,0.079,0
2010081513,0.08,0,0.03,0.077,0.662,0.066,0
2010081514,0.075,0,0,0.138,0.703,0.092,0.025
2010081515,0.12,0.026,0.03,0.248,0.723,0.132,0.051
2010081516,0.15,0.169,0.069,0.402,0.703,0.197,0.101
2010081517,0.19,0.201,0.217,0.435,0.586,0.25,0.126
2010081518,0.246,0.196,0.356,0.386,0.374,0.303,0.227
2010081519,0.236,0.323,0.425,0.457,0.521,0.329,0.253
2010081520,0.371,0.386,0.375,0.209,0.698,0.382,0.253
2010081521,0.396,0.323,0.277,0.011,0.607,0.461,0.303
2010081522,0.406,0.254,0.227,0.121,0.597,0.224,0.076
2010081523,0.281,0.233,0.069,0.11,0.531,0.211,0.202
2010081600,0.17,0.344,0.109,0.121,0.369,0.184,0.126
2010081601,0.145,0.074,0.306,0.165,0.42,0.184,0.202
2010081602,0.135,0.095,0.188,0.088,0.49,0.237,0.126
2010081603,0.236,0.36,0.316,0.006,0.784,0.079,0.379
2010081604,0.145,0.455,0.652,0,0.839,0.013,0.556
2010081605,0.085,0.487,0.474,0,0.859,0,0.606
2010081606,0.045,0.36,0.217,0,0.794,0.118,0.505
2010081607,0.005,0.222,0.296,0.061,0.708,0.25,0.455
2010081608,0,0.444,0.425,0.116,0.748,0.368,0.404
2010081609,0,0.27,0.464,0.171,0.844,0.408,0.48
2010081610,0,0.386,0.514,0.231,0.511,0.566,0.631
2010081611,0.015,0.455,0.474,0.22,0.546,0.579,0.732
2010081612,0.1,0.529,0.356,0.292,0.425,0.632,0.682
2010081613,0.145,0.566,0.198,0.309,0.415,0.539,0.631
2010081614,0.256,0.73,0.128,0.358,0.364,0.632,0.631
2010081615,0.316,0.746,0.217,0.369,0.268,0.658,0.606
2010081616,0.551,0.762,0.326,0.375,0.516,0.658,0.657
2010081617,0.697,0.656,0.375,0.424,0.677,0.711,0.732
2010081618,0.446,0.593,0.415,0.419,0.915,0.645,0.682
2010081619,0.331,0.688,0.415,0.375,0.925,0.553,0.455
2010081620,0.471,0.825,0.316,0.342,0.905,0.5,0.354
2010081621,0.571,0.889,0.326,0.242,0.895,0.355,0.152
2010081622,0.511,0.794,0.385,0.182,0.839,0.329,0.152
2010081623,0.451,0.593,0.405,0.226,0.672,0.5,0.429
2010081700,0.251,0.624,0.306,0.298,0.556,0.474,0.505
2010081701,0.206,0.714,0.336,0.314,0.617,0.671,0.682
2010081702,0.236,0.836,0.682,0.27,0.561,0.763,0.758
2010081703,0.381,0.857,0.603,0.088,0.561,0.618,0.783
2010081704,0.316,0.857,0.484,0.226,0.445,0.632,0.606
2010081705,0.281,0.862,0.395,0.275,0.182,0.592,0.657
2010081706,0.236,0.767,0.366,0.237,0.106,0.553,0.758
2010081707,0.271,0.492,0.247,0.27,0.076,0.618,0.682
2010081708,0.371,0.307,0.158,0.237,0.116,0.658,0.707
2010081709,0.336,0.286,0.306,0.022,0.131,0.592,0.707
2010081710,0.441,0.455,0.455,0.05,0.035,0.526,0.631
2010081711,0.376,0.466,0.435,0.149,0,0.395,0.48
2010081712,0.261,0.545,0.395,0.138,0,0.276,0.354
2010081713,0.216,0.524,0.346,0.165,0,0.303,0.303
2010081714,0.251,0.683,0.158,0.198,0,0.25,0.202
2010081715,0.381,0.698,0.059,0.253,0,0.289,0.202
2010081716,0.596,0.667,0.128,0.309,0,0.329,0.227
2010081717,0.682,0.762,0.425,0.331,0,0.395,0.253
2010081718,0.727,0.741,0.534,0.38,0,0.513,0.227
2010081719,0.737,0.646,0.613,0.408,0,0.632,0.177
2010081720,0.847,0.566,0.385,0.303,0,0.658,0.379
2010081721,0.802,0.608,0.415,0.424,0,0.382,0.354
2010081722,0.742,0.529,0.287,0.281,0,0.316,0.253
2010081723,0.441,0.302,0.099,0.132,0,0.211,0.101
2010081800,0.261,0.28,0.079,0.039,0,0.197,0.076
2010081801,0.236,0.249,0.069,0.05,0,0.145,0.303
2010081802,0.195,0.122,0.059,0.033,0.03,0.105,0.227
2010081803,0.175,0.053,0.02,0.017,0.233,0.118,0.101
2010081804,0.08,0,0.04,0,0.086,0.053,0.126
2010081805,0.07,0,0,0,0.086,0.013,0.101
2010081806,0.015,0.037,0,0,0.076,0.013,0.025
2010081807,0,0.222,0.01,0,0.01,0.013,0
2010081808,0.005,0.37,0,0,0.03,0.026,0
2010081809,0,0.503,0.01,0.006,0.025,0.026,0.025
2010081810,0,0.354,0,0.006,0.056,0.039,0.051
2010081811,0,0.275,0,0.017,0.056,0.092,0.152
2010081812,0,0.302,0,0.039,0.02,0.092,0.126
2010081813,0,0.275,0,0.039,0,0.039,0.025
2010081814,0,0.254,0,0.017,0,0.013,0
2010081815,0,0.222,0,0.006,0,0,0
2010081816,0,0.164,0,0.011,0,0.026,0
2010081817,0.015,0.175,0,0.006,0,0.039,0.025
2010081818,0.04,0.233,0,0.011,0.015,0.105,0.076
2010081819,0.065,0.286,0,0.017,0.02,0.171,0.101
2010081820,0.09,0.243,0,0.077,0.025,0.197,0.076
2010081821,0.125,0.106,0,0.204,0.03,0.132,0.025
2010081822,0.11,0.095,0,0.105,0.025,0.053,0.025
2010081823,0.095,0.095,0,0.072,0.015,0.066,0
2010081900,0.09,0.037,0.02,0.05,0.02,0.079,0
2010081901,0.105,0.005,0.049,0.077,0.051,0.092,0.025
2010081902,0.045,0.021,0.03,0.105,0.091,0.118,0.101
2010081903,0.03,0.021,0.059,0.259,0.086,0.158,0.202
2010081904,0.055,0.026,0.069,0.397,0.076,0.25,0.227
2010081905,0.14,0.032,0.079,0.523,0.035,0.342,0.227
2010081906,0.336,0.005,0.109,0.529,0.02,0.316,0.177
2010081907,0.411,0.037,0.069,0.391,0.015,0.171,0.152
2010081908,0.371,0.048,0.04,0.275,0.01,0.066,0.051
2010081909,0.386,0.042,0.03,0.127,0.005,0.039,0
2010081910,0.286,0.063,0.01,0.182,0,0.079,0
2010081911,0.251,0.159,0.01,0.22,0.01,0.132,0.076
2010081912,0.195,0.069,0.02,0.209,0.015,0.158,0.101
2010081913,0.115,0.042,0.02,0.264,0.02,0.197,0.177
2010081914,0.266,0.042,0.02,0.386,0.046,0.237,0.202
2010081915,0.456,0.037,0.069,0.556,0.101,0.355,0.278
2010081916,0.617,0.069,0.148,0.325,0.137,0.289,0.328
2010081917,0.316,0.127,0.208,0.143,0.212,0.013,0.328
2010081918,0.466,0.148,0.247,0.303,0.369,0.105,0.152
2010081919,0.692,0.19,0.247,0.375,0.556,0.224,0.051
2010081920,0.637,0.185,0.277,0.419,0.506,0.368,0.253
2010081921,0.476,0.159,0.257,0.27,0.415,0.329,0.202
2010081922,0.396,0.127,0.217,0.132,0.187,0.224,0.202
2010081923,0.216,0.106,0.296,0.094,0.147,0.132,0.076
2010082000,0.135,0.122,0.247,0.039,0.04,0.092,0.051
2010082001,0.14,0.143,0.326,0.022,0.015,0.053,0.126
2010082002,0.16,0.106,0.277,0.006,0.005,0.066,0.126
2010082003,0.16,0.09,0.267,0.022,0.056,0.079,0.152
2010082004,0.251,0.085,0.128,0.011,0.101,0.092,0.101
2010082005,0.19,0.037,0.109,0,0.121,0.079,0.076
2010082006,0.135,0,0.158,0,0.086,0.053,0.101
2010082007,0.02,0,0.138,0,0.142,0.039,0.177
2010082008,0.01,0,0.079,0,0.273,0.066,0.126
2010082009,0.01,0,0.069,0,0.258,0.053,0.051
2010082010,0.06,0.058,0.128,0.011,0.253,0.092,0.202
2010082011,0.045,0.18,0.237,0.099,0.207,0.224,0.328
2010082012,0.045,0.217,0.287,0.209,0.167,0.171,0.303
2010082013,0.035,0.28,0.247,0.171,0.121,0.118,0.303
2010082014,0,0.37,0.158,0.061,0.076,0.105,0.101
2010082015,0.005,0.36,0.079,0.055,0.056,0.092,0.101
2010082016,0.04,0.566,0.119,0.061,0.096,0.066,0.025
2010082017,0.005,0.593,0.089,0.028,0.066,0.053,0
2010082018,0,0.762,0.109,0.006,0.056,0.066,0.051
2010082019,0.005,0.804,0.217,0.149,0.01,0.118,0.076
2010082020,0.065,0.815,0.257,0.094,0.01,0.158,0.076
2010082021,0.015,0.878,0.296,0,0.005,0.092,0.101
2010082022,0.01,0.952,0.316,0.022,0,0.053,0.076
2010082023,0.045,0.958,0.306,0.055,0,0.066,0.076
2010082100,0.115,0.862,0.316,0.149,0,0.132,0.152
2010082101,0.195,0.677,0.375,0.336,0,0.303,0.455
2010082102,0.236,0.81,0.237,0.512,0.005,0.434,0.556
2010082103,0.271,0.677,0.336,0.534,0.04,0.474,0.606
2010082104,0.211,0.646,0.464,0.54,0.025,0.539,0.707
2010082105,0.266,0.582,0.534,0.639,0.121,0.645,0.758
2010082106,0.356,0.513,0.366,0.672,0.142,0.671,0.758
2010082107,0.321,0.429,0.306,0.694,0.121,0.658,0.783
2010082108,0.306,0.344,0.198,0.738,0.076,0.671,0.783
2010082109,0.286,0.296,0.178,0.667,0.071,0.632,0.732
2010082110,0.266,0.228,0.128,0.639,0.051,0.5,0.631
2010082111,0.286,0.18,0.128,0.601,0.071,0.539,0.657
2010082112,0.296,0.122,0.119,0.446,0.04,0.474,0.581
2010082113,0.236,0.058,0.138,0.369,0.04,0.447,0.53
2010082114,0.155,0.037,0.158,0.237,0.046,0.197,0.303
2010082115,0.08,0.037,0.138,0.121,0.01,0.132,0.076
2010082116,0.155,0.032,0.069,0.127,0.04,0.145,0.101
2010082117,0.13,0.005,0.069,0.11,0.086,0.263,0.126
2010082118,0.06,0.021,0.059,0.083,0.081,0.118,0.101
2010082119,0.045,0.005,0,0.094,0.137,0.105,0.051
2010082120,0.06,0,0,0.072,0.076,0.026,0
2010082121,0.03,0.016,0.079,0,0.056,0.013,0
2010082122,0.04,0.058,0.148,0.039,0.091,0.053,0.076
2010082123,0.105,0.063,0.138,0.055,0.071,0.092,0.025
2010082200,0.005,0.28,0.158,0.055,0.061,0.026,0
2010082201,0.055,0.302,0.168,0.011,0.076,0.013,0
2010082202,0.11,0.354,0.148,0,0.096,0,0
2010082203,0.065,0.434,0.099,0,0.091,0,0
2010082204,0.06,0.407,0.059,0,0.081,0,0
2010082205,0.01,0.307,0.04,0,0.02,0,0
2010082206,0,0.249,0.02,0,0.04,0.013,0
2010082207,0,0.228,0.04,0.006,0.096,0.013,0
2010082208,0,0.212,0.03,0.033,0.086,0.026,0
2010082209,0,0.228,0.02,0.033,0.046,0.105,0.025
2010082210,0,0.28,0.099,0.066,0.025,0.105,0.025
2010082211,0,0.291,0.109,0.116,0.061,0.224,0.101
2010082212,0,0.243,0.208,0.105,0.046,0.25,0.177
2010082213,0,0.206,0.247,0.165,0.015,0.263,0.202
2010082214,0.03,0.164,0.267,0.132,0,0.237,0.101
2010082215,0.055,0.138,0.227,0.116,0.015,0.237,0.202
2010082216,0.045,0.138,0.227,0.226,0.005,0.263,0.253
2010082217,0.005,0.127,0.277,0.248,0.051,0.434,0.53
2010082218,0,0.116,0.395,0.298,0.126,0.447,0.455
2010082219,0.015,0.159,0.415,0.253,0.076,0.395,0.404
2010082220,0.025,0.143,0.415,0.215,0.081,0.382,0.379
2010082221,0.015,0.085,0.455,0.215,0.106,0.289,0.278
2010082222,0.005,0.032,0.435,0.226,0.334,0.25,0.303
2010082223,0.065,0.016,0.346,0.099,0.526,0.184,0.177
2010082300,0.03,0.042,0.296,0.132,0.576,0.158,0.152
2010082301,0.025,0.074,0.316,0.116,0.607,0.171,0.126
2010082302,0.05,0.106,0.375,0.138,0.642,0.197,0.126
2010082303,0.08,0.138,0.375,0.193,0.733,0.184,0.126
2010082304,0.07,0.138,0.356,0.187,0.723,0.158,0.076
2010082305,0.07,0.127,0.296,0.127,0.677,0.132,0.076
2010082306,0.105,0.074,0.247,0.088,0.763,0.092,0.025
2010082307,0.15,0.058,0.128,0.121,0.804,0.079,0
2010082308,0.13,0.037,0.059,0.088,0.89,0.105,0.051
2010082309,0.095,0.005,0.099,0.116,0.92,0.132,0.076
2010082310,0.125,0,0.079,0.088,0.925,0.118,0.101
2010082311,0.165,0,0.128,0.116,0.925,0.105,0.051
2010082312,0.251,0,0.158,0.105,0.925,0.171,0.152
2010082313,0.246,0,0.089,0.088,0.92,0.145,0.152
2010082314,0.261,0,0.148,0.105,0.95,0.184,0.177
2010082315,0.396,0,0.237,0.121,0.895,0.132,0.076
2010082316,0.331,0,0.287,0.066,0.758,0.105,0.051
2010082317,0.326,0,0.296,0.039,0.703,0.079,0.025
2010082318,0.371,0,0.247,0.143,0.551,0.197,0.101
2010082319,0.306,0.011,0.217,0.193,0.384,0.355,0.202
2010082320,0.206,0.048,0.178,0.209,0.238,0.355,0.303
2010082321,0.251,0.053,0.188,0.165,0.177,0.289,0.202
2010082322,0.241,0.016,0.128,0.242,0.096,0.237,0.101
2010082323,0.155,0.037,0.099,0.204,0.01,0.184,0.177
2010082400,0.165,0.053,0.296,0.187,0.005,0.224,0.177
2010082401,0.226,0.074,0.395,0.116,0,0.105,0.101
2010082402,0.16,0.296,0.198,0.11,0.061,0.066,0.101
2010082403,0.135,0.444,0.128,0.116,0.076,0.053,0.025
2010082404,0.18,0.72,0.188,0.094,0.046,0.039,0
2010082405,0.246,0.45,0.158,0.039,0.02,0.026,0
2010082406,0.185,0.402,0.178,0,0.005,0.013,0
2010082407,0.145,0.566,0.158,0,0,0,0
2010082408,0.125,0.492,0.119,0,0,0,0
2010082409,0.14,0.487,0.128,0,0.005,0.013,0
2010082410,0.15,0.397,0.128,0,0.04,0.013,0
2010082411,0.065,0.386,0.168,0,0.066,0.013,0
2010082412,0.05,0.413,0.178,0.006,0.03,0.013,0.025
2010082413,0.085,0.307,0.178,0,0.015,0.039,0
2010082414,0.14,0.249,0.128,0,0.025,0.013,0.025
2010082415,0.14,0.164,0.168,0.011,0.056,0.039,0.051
2010082416,0.115,0.143,0.306,0.006,0.051,0.066,0.076
2010082417,0.14,0.18,0.277,0.061,0.035,0.118,0.076
2010082418,0.135,0.206,0.237,0.066,0.056,0.118,0.101
2010082419,0.125,0.175,0.227,0.017,0.035,0.066,0.051
2010082420,0.115,0.212,0.168,0.006,0.025,0.053,0
2010082421,0.08,0.265,0.148,0.006,0.03,0.026,0
2010082422,0.08,0.233,0.148,0,0.02,0.026,0
2010082423,0.075,0.228,0.109,0,0.025,0,0
2010082500,0.09,0.116,0.069,0,0.02,0,0
2010082501,0.075,0.085,0.059,0,0.056,0,0
2010082502,0.035,0.534,0.059,0,0.116,0,0
2010082503,0.03,0.27,0.04,0.039,0.04,0.039,0.051
2010082504,0.04,0.011,0.03,0.182,0.025,0.105,0.202
2010082505,0.035,0,0.01,0.242,0,0.171,0.354
2010082506,0.095,0,0,0.364,0.005,0.289,0.354
2010082507,0.055,0.005,0,0.402,0,0.224,0.253
2010082508,0.07,0.026,0,0.298,0.01,0.145,0.202
2010082509,0.08,0.085,0,0.231,0.005,0.132,0.152
2010082510,0.06,0.069,0,0.16,0.005,0.105,0.101
2010082511,0.075,0.069,0,0.132,0.03,0.105,0.101
2010082512,0.065,0.079,0,0.16,0.015,0.105,0.101
2010082513,0.045,0.095,0,0.083,0,0.092,0.025
2010082514,0.01,0.085,0.01,0.022,0,0.026,0.025
2010082515,0.065,0.296,0.03,0,0,0.013,0
2010082516,0.065,0.429,0.02,0.011,0.005,0.039,0
2010082517,0.02,0.55,0.049,0.033,0,0.079,0.076
2010082518,0.02,0.571,0.109,0.11,0,0.118,0.126
2010082519,0.005,0.704,0.198,0.143,0,0.132,0.152
2010082520,0.211,0.698,0.336,0.121,0.056,0.092,0.101
2010082521,0.351,0.868,0.346,0.055,0.081,0.066,0.076
2010082522,0.421,0.862,0.237,0.022,0.081,0.013,0
2010082523,0.336,0.921,0.178,0.011,0.071,0.013,0
2010082600,0.226,0.91,0.138,0,0.066,0,0
2010082601,0.17,0.873,0.296,0.193,0.147,0.066,0
2010082602,0.16,0.762,0.099,0.529,0.126,0.553,0.278
2010082603,0.16,0.598,0.02,0.634,0.096,0.724,0.48
2010082604,0.18,0.455,0.049,0.612,0.046,0.737,0.657
2010082605,0.17,0.36,0.346,0.545,0.066,0.526,0.606
2010082606,0.195,0.249,0.563,0.479,0.142,0.487,0.581
2010082607,0.175,0.217,0.613,0.452,0.162,0.408,0.379
2010082608,0.155,0.164,0.474,0.292,0.222,0.421,0.455
2010082609,0.226,0.101,0.395,0.215,0.243,0.368,0.455
2010082610,0.236,0.042,0.435,0.314,0.157,0.5,0.606
2010082611,0.19,0.005,0.346,0.375,0.187,0.5,0.53
2010082612,0.201,0.021,0,0.364,0.212,0.434,0.48
2010082613,0.286,0.005,0,0.369,0.238,0.461,0.556
2010082614,0.426,0,0,0.336,0.258,0.408,0.48
2010082615,0.416,0,0,0.358,0.187,0.355,0.48
2010082616,0.286,0.042,0,0.419,0.137,0.421,0.429
2010082617,0.271,0.095,0,0.397,0.121,0.421,0.48
2010082618,0.241,0.127,0,0.347,0.248,0.395,0.48
2010082619,0.301,0.138,0,0.331,0.142,0.329,0.455
2010082620,0.281,0.116,0,0.27,0.202,0.316,0.429
2010082621,0.261,0.074,0,0.215,0.303,0.237,0.328
2010082622,0.18,0.058,0,0.165,0.222,0.197,0.278
2010082623,0.13,0.042,0,0.061,0.192,0.066,0.051
2010082700,0.06,0.005,0,0,0.162,0.013,0
2010082701,0.03,0,0,0,0.091,0,0
2010082702,0.02,0,0,0,0.051,0,0
2010082703,0.05,0.042,0,0,0.071,0,0
2010082704,0.005,0.069,0,0,0.137,0,0
2010082705,0,0.106,0,0,0.116,0,0
2010082706,0,0.153,0,0,0.03,0,0
2010082707,0,0.196,0,0,0,0.039,0
2010082708,0,0.265,0,0.072,0,0.092,0.025
2010082709,0,0.339,0,0.143,0,0.132,0.051
2010082710,0,0.349,0,0.242,0,0.158,0.076
2010082711,0.045,0.381,0,0.287,0,0.184,0.126
2010082712,0.085,0.275,0,0.303,0,0.184,0.051
2010082713,0.055,0.212,0,0.215,0,0.145,0.076
2010082714,0.005,0.127,0,0.121,0,0.118,0.025
2010082715,0.015,0.116,0,0.226,0.005,0.171,0.101
2010082716,0.055,0.138,0,0.242,0.025,0.237,0.152
2010082717,0.11,0.148,0,0.193,0.066,0.197,0.126
2010082718,0.14,0.222,0,0.171,0.137,0.118,0.076
2010082719,0.155,0.175,0,0.176,0.263,0.092,0.025
2010082720,0.145,0.127,0,0.171,0.293,0.066,0
2010082721,0.16,0.127,0,0.165,0.303,0.053,0
2010082722,0.155,0.127,0,0.055,0.293,0.026,0
2010082723,0.135,0.19,0,0.006,0.207,0.013,0
2010082800,0.055,0.254,0,0,0.197,0.013,0
2010082801,0.07,0.28,0,0.044,0.172,0.026,0
2010082802,0.095,0.365,0,0.105,0.142,0.066,0
2010082803,0.12,0.418,0,0.287,0.086,0.132,0.051
2010082804,0.201,0.481,0,0.419,0.086,0.25,0.303
2010082805,0.301,0.503,0,0.573,0.076,0.434,0.278
2010082806,0.366,0.476,0,0.595,0.131,0.421,0.328
2010082807,0.456,0.444,0,0.606,0.157,0.487,0.354
2010082808,0.441,0.386,0,0.579,0.152,0.487,0.354
2010082809,0.461,0.397,0,0.501,0.162,0.368,0.253
2010082810,0.491,0.55,0,0.468,0.106,0.289,0.227
2010082811,0.431,0.661,0,0.43,0.096,0.25,0.227
2010082812,0.446,0.561,0,0.441,0.04,0.289,0.202
2010082813,0.256,0.46,0,0.314,0.005,0.211,0.126
2010082814,0.17,0.317,0,0.259,0.046,0.171,0.076
2010082815,0.145,0.259,0,0.264,0.056,0.211,0.101
2010082816,0.206,0.238,0,0.27,0.152,0.211,0.152
2010082817,0.221,0.238,0,0.275,0.313,0.237,0.126
2010082818,0.281,0.238,0,0.303,0.399,0.263,0.152
2010082819,0.291,0.307,0,0.375,0.339,0.329,0.177
2010082820,0.231,0.376,0,0.468,0.369,0.382,0.152
2010082821,0.185,0.413,0,0.38,0.48,0.303,0.126
2010082822,0.135,0.418,0,0.303,0.42,0.303,0.101
2010082823,0.07,0.439,0,0.253,0.42,0.211,0.076
2010082900,0.08,0.344,0,0.298,0.435,0.171,0.076
2010082901,0.16,0.302,0,0.479,0.369,0.316,0.253
2010082902,0.271,0.37,0,0.556,0.258,0.461,0.202
2010082903,0.311,0.328,0,0.54,0.238,0.342,0.379
2010082904,0.271,0.37,0,0.512,0.222,0.368,0.404
2010082905,0.296,0.36,0,0.518,0.222,0.434,0.429
2010082906,0.386,0.291,0,0.529,0.187,0.329,0.328
2010082907,0.481,0.307,0,0.496,0.202,0.329,0.354
2010082908,0.481,0.28,0,0.49,0.121,0.408,0.429
2010082909,0.556,0.238,0,0.485,0.061,0.289,0.404
2010082910,0.471,0.18,0,0.507,0.076,0.276,0.328
2010082911,0.366,0.185,0,0.457,0.076,0.276,0.278
2010082912,0.401,0.185,0,0.435,0.096,0.211,0.202
2010082913,0.316,0.101,0,0.259,0.101,0.132,0.076
2010082914,0.125,0.042,0,0.11,0.081,0.118,0.051
2010082915,0.1,0.005,0,0.099,0.081,0.092,0.076
2010082916,0.075,0,0,0.028,0.111,0.066,0.025
2010082917,0.05,0.026,0,0.011,0.121,0.026,0
2010082918,0.035,0.053,0,0.006,0.182,0.026,0
2010082919,0.05,0.111,0,0.006,0.207,0.026,0
2010082920,0.09,0.132,0,0,0.268,0.053,0
2010082921,0.15,0.164,0,0,0.207,0.039,0
2010082922,0.13,0.153,0,0,0.202,0.026,0
2010082923,0.07,0.127,0,0,0.41,0.013,0
2010083000,0.025,0.185,0,0,0.369,0,0
2010083001,0,0.349,0,0,0.248,0,0.025
2010083002,0,0.36,0,0,0.197,0.026,0.202
